brand,name,addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,phone,website,lat,lon,coming_soon,source_url
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/46-chicago,,,,https://www.justsalad.com/location/46-chicago
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/47-new-york,,,,https://www.justsalad.com/location/47-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/48-miami,,,,https://www.justsalad.com/location/48-miami
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/5-new-york,,,,https://www.justsalad.com/location/5-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/50-new-york,,,,https://www.justsalad.com/location/50-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/51-new-york,,,,https://www.justsalad.com/location/51-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/52-new-york,,,,https://www.justsalad.com/location/52-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/53-new-york,,,,https://www.justsalad.com/location/53-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/54-coral-gables,,,,https://www.justsalad.com/location/54-coral-gables
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/57-oceanside,,,,https://www.justsalad.com/location/57-oceanside
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/58-hoboken,,,,https://www.justsalad.com/location/58-hoboken
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/59-brooklyn,,,,https://www.justsalad.com/location/59-brooklyn
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/61-port-st-lucie,,,,https://www.justsalad.com/location/61-port-st-lucie
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/62-new-york,,,,https://www.justsalad.com/location/62-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/63-new-york,,,,https://www.justsalad.com/location/63-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/65-westbury,,,,https://www.justsalad.com/location/65-westbury
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/66-west-windsor-township,,,,https://www.justsalad.com/location/66-west-windsor-township
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/67-lake-grove,,,,https://www.justsalad.com/location/67-lake-grove
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/68-commack,,,,https://www.justsalad.com/location/68-commack
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/7-new-york,,,,https://www.justsalad.com/location/7-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/72-brooklyn,,,,https://www.justsalad.com/location/72-brooklyn
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/73-huntington-station,,,,https://www.justsalad.com/location/73-huntington-station
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/74-new-york,,,,https://www.justsalad.com/location/74-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/75-new-york,,,,https://www.justsalad.com/location/75-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/76-new-york,,,,https://www.justsalad.com/location/76-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/77-boston,,,,https://www.justsalad.com/location/77-boston
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/78-doral,,,,https://www.justsalad.com/location/78-doral
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/79-morristown,,,,https://www.justsalad.com/location/79-morristown
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/8-new-york,,,,https://www.justsalad.com/location/8-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/80-sea-girt,,,,https://www.justsalad.com/location/80-sea-girt
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/82-brooklyn,,,,https://www.justsalad.com/location/82-brooklyn
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/83-needham,,,,https://www.justsalad.com/location/83-needham
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/84-boynton,,,,https://www.justsalad.com/location/84-boynton
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/85-livingston,,,,https://www.justsalad.com/location/85-livingston
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/86-burlington,,,,https://www.justsalad.com/location/86-burlington
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/87-miami,,,,https://www.justsalad.com/location/87-miami
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/88-hauppauge,,,,https://www.justsalad.com/location/88-hauppauge
